provinsi,komoditas,golongan_pengeluaran,konsumsi_perkapita_per_minggu,jumlah_penduduk,persentase_kemiskinan,tingkat_pengangguran,akses_pendidikan,fasilitas_kesehatan,akses_air_bersih,kategori_kemiskinan
Sumatera Selatan,Buncis,500 000- 749 999.17,0.042,1309,6.01,7.16,sedang,memadai,ya,rendah
Sumatera Barat,Buncis,750 000- 999 999.17,0.047,919,25.53,6.01,sedang,tidak memadai,tidak,tinggi
Sumatera Selatan,Buncis,1 000 000- 1 499 999.17,0.044,4159,8.47,11.14,baik,tidak memadai,ya,rendah
Sumatera Utara,Buncis,> 1 500 000.17,0.035,4316,13.96,5.22,baik,memadai,ya,rendah
Sumatera Selatan,Buncis,300 000- 499 999.18,0.021,1778,16.82,17.89,sedang,tidak memadai,ya,tinggi
Sumatera Barat,Buncis,500 000- 749 999.18,0.031,3023,27.39,16.34,sedang,memadai,ya,tinggi
Sumatera Barat,Buncis,750 000- 999 999.18,0.042,1940,5.56,12.56,buruk,memadai,tidak,rendah
Sumatera Selatan,Buncis,1 000 000- 1 499 999.18,0.031,1840,18.98,15.26,baik,memadai,ya,tinggi
Sumatera Barat,Buncis,> 1 500 000.18,0.03,2721,21.06,3.85,buruk,tidak memadai,ya,sedang
Sumatera Utara,Buncis,300 000- 499 999.19,0.061,2892,12.91,6.46,baik,memadai,ya,rendah
Sumatera Selatan,Buncis,500 000- 749 999.19,0.043,1861,12.26,13.56,baik,memadai,ya,rendah
Sumatera Utara,Buncis,750 000- 999 999.19,0.054,1091,17.26,11.12,baik,tidak memadai,tidak,sedang
Sumatera Barat,Buncis,1 000 000- 1 499 999.19,0.053,1026,9.68,13.28,buruk,memadai,ya,rendah
Sumatera Barat,Buncis,> 1 500 000.19,0.057,3003,16.7,4.51,baik,tidak memadai,ya,sedang
Sumatera Selatan,Buncis,300 000- 499 999.20,0.048,1792,24.13,14.09,baik,memadai,ya,sedang
Sumatera Utara,Buncis,500 000- 749 999.20,0.039,2154,26.13,16.66,buruk,tidak memadai,ya,tinggi
Sumatera Selatan,Buncis,750 000- 999 999.20,0.049,687,14.63,12.29,baik,memadai,tidak,rendah
Sumatera Utara,Buncis,1 000 000- 1 499 999.20,0.042,3258,20.43,9.08,baik,tidak memadai,tidak,sedang
Sumatera Utara,Buncis,> 1 500 000.20,0.04,1028,5.0,5.97,baik,memadai,ya,rendah
Sumatera Utara,Buncis,200 000- 299 999,0.041,933,18.76,7.51,buruk,memadai,ya,sedang
Sumatera Utara,Buncis,300 000- 499 999,0.055,4012,29.38,11.88,buruk,tidak memadai,tidak,tinggi
Sumatera Selatan,Buncis,500 000- 749 999,0.052,2304,12.81,7.34,sedang,tidak memadai,ya,rendah
Sumatera Utara,Buncis,750 000- 999 999,0.061,802,19.87,16.23,baik,memadai,tidak,tinggi
Sumatera Utara,Buncis,1 000 000- 1 499 999,0.063,4682,24.06,5.24,buruk,tidak memadai,ya,sedang
Sumatera Barat,Buncis,> 1 500 000,0.063,937,20.22,11.78,baik,memadai,tidak,sedang
Sumatera Barat,Buncis,200 000- 299 999.1,0.042,3088,15.46,11.43,sedang,memadai,tidak,sedang
Sumatera Utara,Buncis,300 000- 499 999.1,0.058,1332,8.81,5.36,sedang,memadai,ya,rendah
Sumatera Selatan,Buncis,500 000- 749 999.1,0.062,1296,16.59,19.91,buruk,memadai,ya,tinggi
Sumatera Utara,Buncis,750 000- 999 999.1,0.074,1059,12.37,16.99,sedang,tidak memadai,tidak,tinggi
Sumatera Barat,Buncis,1 000 000- 1 499 999.1,0.078,4088,22.4,9.57,sedang,memadai,ya,sedang
Sumatera Selatan,Buncis,> 1 500 000.1,0.092,1261,16.05,14.64,sedang,memadai,ya,sedang
Sumatera Selatan,Buncis,200 000- 299 999.2,0.042,4074,26.25,15.18,buruk,tidak memadai,ya,tinggi
Sumatera Utara,Buncis,300 000- 499 999.2,0.057,4285,9.83,14.07,buruk,tidak memadai,ya,rendah
Sumatera Barat,Buncis,500 000- 749 999.2,0.059,3014,15.44,10.35,sedang,memadai,ya,sedang
Sumatera Utara,Buncis,750 000- 999 999.2,0.069,1184,18.94,18.05,buruk,memadai,tidak,tinggi
Sumatera Barat,Buncis,1 000 000- 1 499 999.2,0.071,4733,8.15,16.12,baik,tidak memadai,ya,tinggi
Sumatera Barat,Buncis,> 1 500 000.2,0.073,1077,19.7,12.21,sedang,tidak memadai,tidak,sedang
Sumatera Utara,Buncis,150 000- 199 999.3,0.167,727,12.27,3.04,baik,memadai,ya,rendah
Sumatera Utara,Buncis,300 000- 499 999.3,0.047,2828,10.74,6.8,sedang,tidak memadai,tidak,rendah
Sumatera Barat,Buncis,500 000- 749 999.3,0.036,3231,8.55,11.65,baik,memadai,ya,rendah
Sumatera Utara,Buncis,750 000- 999 999.3,0.054,1327,13.75,18.28,sedang,memadai,tidak,tinggi
Sumatera Barat,Buncis,1 000 000- 1 499 999.3,0.048,930,28.22,13.69,baik,memadai,ya,tinggi
Sumatera Barat,Buncis,> 1 500 000.3,0.046,1563,5.78,10.1,baik,tidak memadai,tidak,rendah
Sumatera Barat,Buncis,200 000- 299 999.4,0.009,2209,26.3,3.81,sedang,memadai,ya,tinggi
Sumatera Selatan,Buncis,300 000- 499 999.4,0.046,1734,14.93,13.15,baik,tidak memadai,tidak,rendah
Sumatera Barat,Buncis,500 000- 749 999.4,0.056,801,19.04,8.96,sedang,tidak memadai,tidak,sedang
Sumatera Utara,Buncis,750 000- 999 999.4,0.065,1920,17.82,12.14,baik,memadai,ya,sedang
Sumatera Utara,Buncis,1 000 000- 1 499 999.4,0.077,1268,28.14,16.03,sedang,memadai,ya,tinggi
Sumatera Utara,Buncis,> 1 500 000.4,0.082,1904,24.25,16.66,sedang,memadai,ya,tinggi
Sumatera Barat,Buncis,150 000- 199 999.5,0.167,943,29.62,17.69,baik,memadai,ya,tinggi
Sumatera Utara,Buncis,200 000- 299 999.5,0.006,3604,24.86,13.81,baik,tidak memadai,ya,sedang
Sumatera Barat,Buncis,300 000- 499 999.5,0.046,4855,12.4,18.4,baik,memadai,tidak,tinggi
Sumatera Barat,Buncis,500 000- 749 999.5,0.049,3805,29.07,14.74,sedang,tidak memadai,ya,tinggi
Sumatera Selatan,Buncis,750 000- 999 999.5,0.061,2038,29.59,16.33,baik,memadai,tidak,tinggi
Sumatera Selatan,Buncis,1 000 000- 1 499 999.5,0.062,4430,8.08,14.65,baik,tidak memadai,ya,rendah
Sumatera Selatan,Buncis,> 1 500 000.5,0.056,1831,27.53,17.82,sedang,tidak memadai,tidak,tinggi
Sumatera Barat,Buncis,200 000- 299 999.6,0.066,569,21.61,6.79,sedang,tidak memadai,ya,sedang
Sumatera Selatan,Buncis,300 000- 499 999.6,0.049,3935,28.05,15.92,sedang,memadai,ya,tinggi
Sumatera Selatan,Buncis,500 000- 749 999.6,0.041,980,27.89,4.99,buruk,memadai,ya,tinggi
Sumatera Utara,Buncis,750 000- 999 999.6,0.05,4594,27.28,4.56,sedang,tidak memadai,tidak,tinggi
Sumatera Utara,Buncis,1 000 000- 1 499 999.6,0.051,3996,27.13,11.36,sedang,tidak memadai,ya,tinggi
Sumatera Barat,Buncis,> 1 500 000.6,0.059,3293,7.94,8.1,sedang,memadai,ya,rendah
Sumatera Selatan,Buncis,200 000- 299 999.7,0.044,3392,8.59,12.58,sedang,tidak memadai,ya,rendah
Sumatera Selatan,Buncis,300 000- 499 999.7,0.06,1698,7.94,14.52,sedang,memadai,ya,rendah
Sumatera Barat,Buncis,500 000- 749 999.7,0.056,2872,7.28,6.85,buruk,tidak memadai,tidak,rendah
Sumatera Selatan,Buncis,750 000- 999 999.7,0.067,2392,13.83,14.9,buruk,memadai,tidak,rendah
Sumatera Selatan,Buncis,1 000 000- 1 499 999.7,0.085,2383,22.1,19.92,baik,tidak memadai,ya,tinggi
Sumatera Utara,Buncis,> 1 500 000.7,0.08,1297,13.87,15.92,buruk,tidak memadai,tidak,tinggi
Sumatera Selatan,Buncis,200 000- 299 999.8,0.053,517,23.01,5.95,buruk,memadai,tidak,sedang
Sumatera Selatan,Buncis,300 000- 499 999.8,0.057,543,25.51,13.77,buruk,memadai,tidak,tinggi
Sumatera Selatan,Buncis,500 000- 749 999.8,0.051,654,21.66,3.16,baik,memadai,tidak,sedang
Sumatera Barat,Buncis,750 000- 999 999.8,0.059,3948,16.63,10.99,sedang,tidak memadai,tidak,sedang
Sumatera Selatan,Buncis,1 000 000- 1 499 999.8,0.069,4580,12.39,12.07,sedang,tidak memadai,tidak,rendah
Sumatera Utara,Buncis,> 1 500 000.8,0.066,1925,8.11,19.53,baik,memadai,ya,tinggi
Sumatera Barat,Buncis,300 000- 499 999.9,0.042,4820,17.34,15.53,sedang,memadai,ya,tinggi
Sumatera Selatan,Buncis,500 000- 749 999.9,0.049,4812,22.99,15.0,buruk,tidak memadai,ya,sedang
Sumatera Utara,Buncis,750 000- 999 999.9,0.056,4139,18.71,12.05,sedang,memadai,tidak,sedang
Sumatera Selatan,Buncis,1 000 000- 1 499 999.9,0.055,4626,23.04,11.72,baik,tidak memadai,ya,sedang
Sumatera Selatan,Buncis,> 1 500 000.9,0.052,2392,13.38,19.87,baik,tidak memadai,ya,tinggi
Sumatera Utara,Buncis,300 000- 499 999.10,0.054,1397,6.67,3.36,sedang,memadai,ya,rendah
Sumatera Utara,Buncis,500 000- 749 999.10,0.058,3924,24.28,8.15,baik,memadai,tidak,sedang
Sumatera Selatan,Buncis,750 000- 999 999.10,0.064,1758,10.49,5.27,baik,memadai,ya,rendah
Sumatera Barat,Buncis,1 000 000- 1 499 999.10,0.078,2515,20.41,8.35,sedang,memadai,ya,sedang
Sumatera Selatan,Buncis,> 1 500 000.10,0.079,2202,25.11,10.88,baik,memadai,ya,tinggi
Sumatera Barat,Buncis,300 000- 499 999.11,0.049,1373,8.48,8.81,buruk,tidak memadai,ya,rendah
Sumatera Utara,Buncis,500 000- 749 999.11,0.055,1065,19.96,19.37,buruk,memadai,ya,tinggi
Sumatera Selatan,Buncis,750 000- 999 999.11,0.061,2518,22.23,14.57,buruk,memadai,ya,sedang
Sumatera Selatan,Buncis,1 000 000- 1 499 999.11,0.067,2385,23.66,15.38,sedang,tidak memadai,tidak,tinggi
Sumatera Selatan,Buncis,> 1 500 000.11,0.061,2623,8.69,15.62,sedang,tidak memadai,ya,tinggi
Sumatera Utara,Buncis,300 000- 499 999.12,0.053,2814,25.63,18.29,buruk,memadai,ya,tinggi
Sumatera Barat,Buncis,500 000- 749 999.12,0.052,4912,7.35,16.06,baik,memadai,ya,tinggi
Sumatera Selatan,Buncis,750 000- 999 999.12,0.063,4383,17.99,3.28,sedang,memadai,ya,sedang
Sumatera Selatan,Buncis,1 000 000- 1 499 999.12,0.067,3692,16.09,7.44,sedang,tidak memadai,ya,sedang
Sumatera Selatan,Buncis,> 1 500 000.12,0.072,2359,10.54,19.81,baik,memadai,ya,tinggi
Sumatera Selatan,Buncis,200 000- 299 999.13,0.12,524,12.55,14.09,buruk,tidak memadai,tidak,rendah
Sumatera Utara,Buncis,300 000- 499 999.13,0.051,4003,9.11,4.16,sedang,memadai,ya,rendah
Sumatera Barat,Buncis,500 000- 749 999.13,0.066,4755,15.64,10.93,sedang,memadai,ya,sedang
Sumatera Barat,Buncis,750 000- 999 999.13,0.078,1637,5.89,19.67,baik,memadai,tidak,tinggi
Sumatera Utara,Buncis,1 000 000- 1 499 999.13,0.091,1689,27.22,19.88,baik,tidak memadai,tidak,tinggi
Sumatera Barat,Buncis,> 1 500 000.13,0.107,4596,9.09,10.35,buruk,memadai,ya,rendah
Sumatera Selatan,Buncis,200 000- 299 999.14,0.094,3657,27.15,18.18,baik,memadai,ya,tinggi
Sumatera Barat,Kacang panjang,300 000- 499 999.14,0.052,2867,26.59,13.06,buruk,memadai,tidak,tinggi
Sumatera Utara,Kacang panjang,500 000- 749 999.14,0.061,4977,16.29,11.66,buruk,tidak memadai,ya,sedang
Sumatera Utara,Kacang panjang,750 000- 999 999.14,0.072,2241,17.44,10.0,baik,memadai,ya,sedang
Sumatera Utara,Kacang panjang,1 000 000- 1 499 999.14,0.08,4188,12.55,18.17,baik,tidak memadai,ya,tinggi
Sumatera Selatan,Kacang panjang,> 1 500 000.14,0.085,4246,29.92,13.56,baik,tidak memadai,ya,tinggi
Sumatera Barat,Kacang panjang,300 000- 499 999.15,0.038,1397,21.77,8.67,baik,tidak memadai,ya,sedang
Sumatera Barat,Kacang panjang,500 000- 749 999.15,0.057,4523,28.8,11.36,baik,memadai,tidak,tinggi
Sumatera Selatan,Kacang panjang,750 000- 999 999.15,0.07,1216,15.37,10.55,baik,tidak memadai,tidak,sedang
Sumatera Utara,Kacang panjang,1 000 000- 1 499 999.15,0.066,4467,27.08,10.67,sedang,memadai,ya,tinggi
Sumatera Barat,Kacang panjang,> 1 500 000.15,0.071,4521,16.21,8.3,buruk,tidak memadai,tidak,sedang
Sumatera Barat,Kacang panjang,300 000- 499 999.16,0.063,3715,26.67,13.76,baik,tidak memadai,ya,tinggi
Sumatera Selatan,Kacang panjang,500 000- 749 999.16,0.059,890,8.27,3.89,baik,tidak memadai,ya,rendah
Sumatera Selatan,Kacang panjang,750 000- 999 999.16,0.078,4384,20.92,18.06,buruk,tidak memadai,tidak,tinggi
Sumatera Utara,Kacang panjang,1 000 000- 1 499 999.16,0.087,2199,21.97,10.06,baik,memadai,ya,sedang
Sumatera Barat,Kacang panjang,> 1 500 000.16,0.107,3537,21.4,16.61,baik,tidak memadai,ya,tinggi
Sumatera Barat,Kacang panjang,300 000- 499 999.17,0.053,732,16.18,15.4,baik,memadai,ya,tinggi
Sumatera Barat,Kacang panjang,500 000- 749 999.17,0.058,2426,22.1,11.02,baik,tidak memadai,ya,sedang
Sumatera Utara,Kacang panjang,750 000- 999 999.17,0.074,3631,10.99,6.38,sedang,tidak memadai,ya,rendah
Sumatera Utara,Kacang panjang,1 000 000- 1 499 999.17,0.077,3806,19.9,12.56,baik,tidak memadai,ya,sedang
Sumatera Barat,Kacang panjang,> 1 500 000.17,0.084,3224,18.86,19.12,sedang,memadai,ya,tinggi
Sumatera Selatan,Kacang panjang,300 000- 499 999.18,0.002,733,12.96,6.16,sedang,memadai,tidak,rendah
Sumatera Barat,Kacang panjang,500 000- 749 999.18,0.032,1891,24.47,7.35,sedang,memadai,ya,sedang
Sumatera Selatan,Kacang panjang,750 000- 999 999.18,0.042,3392,7.02,19.88,sedang,tidak memadai,ya,tinggi
Sumatera Selatan,Kacang panjang,1 000 000- 1 499 999.18,0.058,1755,9.29,18.17,baik,tidak memadai,ya,tinggi
Sumatera Barat,Kacang panjang,> 1 500 000.18,0.063,3038,16.78,12.34,sedang,tidak memadai,ya,sedang
Sumatera Barat,Kacang panjang,300 000- 499 999.19,0.029,4190,27.29,14.81,buruk,tidak memadai,ya,tinggi
Sumatera Selatan,Kacang panjang,500 000- 749 999.19,0.053,1389,19.38,10.53,baik,memadai,ya,sedang
Sumatera Selatan,Kacang panjang,750 000- 999 999.19,0.064,1245,26.05,9.87,baik,memadai,ya,tinggi
Sumatera Selatan,Kacang panjang,1 000 000- 1 499 999.19,0.07,2219,17.94,10.53,buruk,memadai,tidak,sedang
Sumatera Selatan,Kacang panjang,> 1 500 000.19,0.085,927,24.64,10.05,sedang,memadai,ya,sedang
Sumatera Selatan,Kacang panjang,300 000- 499 999.20,0.02,1231,13.14,14.48,baik,memadai,tidak,rendah
Sumatera Barat,Kacang panjang,500 000- 749 999.20,0.045,1299,25.38,8.62,sedang,memadai,ya,tinggi
Sumatera Barat,Kacang panjang,750 000- 999 999.20,0.055,4797,15.04,5.9,baik,memadai,tidak,sedang
Sumatera Selatan,Kacang panjang,1 000 000- 1 499 999.20,0.064,1335,18.97,15.01,sedang,tidak memadai,ya,tinggi
Sumatera Barat,Kacang panjang,> 1 500 000.20,0.07,634,9.4,3.53,buruk,memadai,ya,rendah
Sumatera Selatan,Kacang panjang,300 000- 499 999,0.009,3038,28.01,15.22,buruk,memadai,ya,tinggi
Sumatera Utara,Kacang panjang,500 000- 749 999,0.019,4218,22.54,7.48,baik,tidak memadai,ya,sedang
Sumatera Selatan,Kacang panjang,750 000- 999 999,0.028,540,26.47,6.23,sedang,memadai,ya,tinggi
Sumatera Selatan,Kacang panjang,1 000 000- 1 499 999,0.031,3867,10.2,9.44,baik,memadai,tidak,rendah
Sumatera Utara,Kacang panjang,> 1 500 000,0.038,2915,6.69,5.0,sedang,tidak memadai,ya,rendah
Sumatera Utara,Kacang panjang,200 000- 299 999.1,0.005,2540,13.43,9.54,baik,memadai,ya,rendah
Sumatera Selatan,Kacang panjang,300 000- 499 999.1,0.005,4839,17.92,4.74,buruk,memadai,tidak,sedang
Sumatera Utara,Kacang panjang,500 000- 749 999.1,0.012,3449,25.06,11.22,sedang,tidak memadai,ya,tinggi
Sumatera Utara,Kacang panjang,750 000- 999 999.1,0.018,4761,14.94,5.99,baik,memadai,ya,rendah
Sumatera Utara,Kacang panjang,1 000 000- 1 499 999.1,0.021,3966,11.75,5.21,sedang,memadai,ya,rendah
Sumatera Selatan,Kacang panjang,> 1 500 000.1,0.03,3588,14.31,12.84,baik,tidak memadai,tidak,rendah
Sumatera Utara,Kacang panjang,200 000- 299 999.2,0.004,1615,22.59,13.63,baik,memadai,ya,sedang
Sumatera Utara,Kacang panjang,300 000- 499 999.2,0.006,3090,13.41,3.09,baik,tidak memadai,ya,rendah
Sumatera Selatan,Kacang panjang,500 000- 749 999.2,0.015,4073,29.48,9.59,baik,memadai,ya,tinggi
Sumatera Barat,Kacang panjang,750 000- 999 999.2,0.022,3478,9.37,4.33,baik,memadai,tidak,rendah
Sumatera Utara,Kacang panjang,1 000 000- 1 499 999.2,0.025,2947,23.83,15.56,sedang,memadai,tidak,tinggi
Sumatera Utara,Kacang panjang,> 1 500 000.2,0.035,1730,19.73,14.59,sedang,memadai,ya,sedang
Sumatera Selatan,Kacang panjang,300 000- 499 999.3,0.013,3166,10.83,3.85,sedang,memadai,ya,rendah
Sumatera Utara,Kacang panjang,500 000- 749 999.3,0.021,4758,23.84,19.0,baik,tidak memadai,ya,tinggi
Sumatera Utara,Kacang panjang,750 000- 999 999.3,0.028,3094,16.19,19.32,sedang,tidak memadai,ya,tinggi
Sumatera Barat,Kacang panjang,1 000 000- 1 499 999.3,0.026,3930,22.06,8.69,baik,memadai,tidak,sedang
Sumatera Utara,Kacang panjang,> 1 500 000.3,0.039,3417,21.56,5.22,sedang,memadai,ya,sedang
Sumatera Selatan,Kacang panjang,300 000- 499 999.4,0.004,3452,7.77,4.94,buruk,memadai,ya,rendah
Sumatera Selatan,Kacang panjang,500 000- 749 999.4,0.011,2495,26.0,17.29,sedang,tidak memadai,ya,tinggi
Sumatera Selatan,Kacang panjang,750 000- 999 999.4,0.016,4391,22.04,10.81,sedang,tidak memadai,ya,sedang
Sumatera Selatan,Kacang panjang,1 000 000- 1 499 999.4,0.024,806,24.51,3.16,sedang,tidak memadai,ya,sedang
Sumatera Barat,Kacang panjang,> 1 500 000.4,0.037,1862,16.19,18.73,sedang,tidak memadai,ya,tinggi
Sumatera Selatan,Kacang panjang,300 000- 499 999.5,0.007,2602,9.88,13.08,baik,tidak memadai,ya,rendah
Sumatera Selatan,Kacang panjang,500 000- 749 999.5,0.015,3530,13.16,14.74,sedang,tidak memadai,tidak,rendah
Sumatera Selatan,Kacang panjang,750 000- 999 999.5,0.021,832,27.54,17.0,sedang,memadai,ya,tinggi
Sumatera Utara,Kacang panjang,1 000 000- 1 499 999.5,0.025,3252,28.45,16.92,buruk,tidak memadai,ya,tinggi
Sumatera Selatan,Kacang panjang,> 1 500 000.5,0.038,742,17.05,4.29,baik,tidak memadai,tidak,sedang
Sumatera Selatan,Kacang panjang,300 000- 499 999.6,0.017,2384,12.47,12.76,sedang,memadai,ya,rendah
Sumatera Barat,Kacang panjang,500 000- 749 999.6,0.017,1932,23.26,14.84,sedang,memadai,ya,sedang
Sumatera Utara,Kacang panjang,750 000- 999 999.6,0.026,3050,24.15,4.46,sedang,memadai,ya,sedang
Sumatera Utara,Kacang panjang,1 000 000- 1 499 999.6,0.032,802,25.39,6.78,baik,memadai,ya,tinggi
Sumatera Barat,Kacang panjang,> 1 500 000.6,0.041,4830,5.78,9.73,baik,memadai,tidak,rendah
Sumatera Utara,Kacang panjang,300 000- 499 999.7,0.006,3609,5.24,18.07,baik,memadai,ya,tinggi
Sumatera Selatan,Kacang panjang,500 000- 749 999.7,0.012,2686,13.93,17.46,sedang,memadai,ya,tinggi
Sumatera Selatan,Kacang panjang,750 000- 999 999.7,0.017,4790,8.81,16.3,sedang,memadai,ya,tinggi
Sumatera Barat,Kacang panjang,1 000 000- 1 499 999.7,0.026,2050,25.12,19.83,baik,memadai,tidak,tinggi
Sumatera Selatan,Kacang panjang,> 1 500 000.7,0.033,2292,18.32,7.13,buruk,memadai,ya,sedang
Sumatera Utara,Kacang panjang,300 000- 499 999.8,0.009,1146,25.63,10.95,sedang,memadai,ya,tinggi
Sumatera Selatan,Kacang panjang,500 000- 749 999.8,0.014,1212,9.42,10.59,baik,tidak memadai,tidak,rendah
Sumatera Barat,Kacang panjang,750 000- 999 999.8,0.021,1037,20.68,14.54,baik,tidak memadai,ya,sedang
Sumatera Selatan,Kacang panjang,1 000 000- 1 499 999.8,0.029,734,19.5,17.45,baik,tidak memadai,ya,tinggi
Sumatera Selatan,Kacang panjang,> 1 500 000.8,0.038,2896,13.51,11.36,sedang,memadai,tidak,rendah
Sumatera Selatan,Kacang panjang,200 000- 299 999.9,0.063,2004,17.93,11.36,sedang,memadai,ya,sedang
Sumatera Utara,Kacang panjang,300 000- 499 999.9,0.009,1874,19.73,13.34,buruk,memadai,tidak,sedang
Sumatera Utara,Kacang panjang,500 000- 749 999.9,0.02,2409,27.24,15.62,baik,tidak memadai,tidak,tinggi
Sumatera Selatan,Kacang panjang,750 000- 999 999.9,0.022,1415,6.39,6.42,baik,memadai,ya,rendah
Sumatera Selatan,Kacang panjang,1 000 000- 1 499 999.9,0.028,4458,25.58,19.35,baik,tidak memadai,tidak,tinggi
Sumatera Utara,Kacang panjang,> 1 500 000.9,0.041,580,29.5,4.56,baik,tidak memadai,tidak,tinggi
Sumatera Selatan,Kacang panjang,300 000- 499 999.10,0.004,2583,23.29,3.39,baik,memadai,tidak,sedang
Sumatera Utara,Kacang panjang,500 000- 749 999.10,0.009,3188,23.43,9.1,sedang,tidak memadai,ya,sedang
Sumatera Barat,Kacang panjang,750 000- 999 999.10,0.015,2190,10.45,14.92,sedang,tidak memadai,ya,rendah
Sumatera Utara,Kacang panjang,1 000 000- 1 499 999.10,0.019,1256,18.08,19.63,sedang,tidak memadai,ya,tinggi
Sumatera Barat,Kacang panjang,> 1 500 000.10,0.033,3170,22.65,18.86,baik,memadai,ya,tinggi
Sumatera Barat,Kacang panjang,200 000- 299 999.11,0.017,4251,20.06,14.7,sedang,memadai,ya,sedang
Sumatera Selatan,Kacang panjang,300 000- 499 999.11,0.006,4052,14.63,10.42,sedang,memadai,ya,rendah
Sumatera Selatan,Kacang panjang,500 000- 749 999.11,0.013,967,28.5,13.13,baik,tidak memadai,ya,tinggi
Sumatera Utara,Kacang panjang,750 000- 999 999.11,0.018,1994,17.85,19.47,baik,memadai,ya,tinggi
Sumatera Barat,Kacang panjang,1 000 000- 1 499 999.11,0.023,1519,29.25,7.51,baik,memadai,ya,tinggi
Sumatera Utara,Kacang panjang,> 1 500 000.11,0.038,1401,19.1,11.13,baik,memadai,ya,sedang
Sumatera Selatan,Kacang panjang,300 000- 499 999.12,0.007,1172,24.83,14.78,sedang,tidak memadai,ya,sedang
Sumatera Barat,Kacang panjang,500 000- 749 999.12,0.014,938,23.55,3.18,baik,memadai,ya,sedang
Sumatera Selatan,Kacang panjang,750 000- 999 999.12,0.025,4722,21.52,9.48,baik,memadai,tidak,sedang
Sumatera Utara,Kacang panjang,1 000 000- 1 499 999.12,0.03,2576,5.36,12.65,baik,tidak memadai,ya,rendah
Sumatera Barat,Kacang panjang,> 1 500 000.12,0.043,944,6.94,18.32,baik,tidak memadai,ya,tinggi
Sumatera Barat,Kacang panjang,300 000- 499 999.13,0.007,1465,19.54,19.86,sedang,memadai,ya,tinggi
Sumatera Barat,Kacang panjang,500 000- 749 999.13,0.015,4290,27.79,12.46,sedang,tidak memadai,ya,tinggi
Sumatera Selatan,Kacang panjang,750 000- 999 999.13,0.016,963,20.03,19.06,sedang,tidak memadai,ya,tinggi
Sumatera Selatan,Kacang panjang,1 000 000- 1 499 999.13,0.026,2698,10.9,4.69,sedang,tidak memadai,tidak,rendah
Sumatera Barat,Kacang panjang,> 1 500 000.13,0.037,2787,13.01,14.92,buruk,memadai,ya,rendah
Sumatera Barat,Kacang panjang,300 000- 499 999.14,0.007,4265,20.58,9.81,sedang,memadai,ya,sedang
Sumatera Selatan,Kacang panjang,500 000- 749 999.14,0.015,3676,19.93,15.77,buruk,memadai,tidak,tinggi
Sumatera Utara,Kacang panjang,750 000- 999 999.14,0.02,4508,28.89,17.75,baik,memadai,ya,tinggi
Sumatera Barat,Kacang panjang,1 000 000- 1 499 999.14,0.028,4004,18.23,3.91,buruk,memadai,ya,sedang
Sumatera Utara,Kacang panjang,> 1 500 000.14,0.041,1412,13.88,18.9,sedang,memadai,ya,tinggi
Sumatera Utara,Kacang panjang,300 000- 499 999.15,0.002,996,18.12,4.16,buruk,memadai,tidak,sedang
Sumatera Selatan,Kacang panjang,500 000- 749 999.15,0.015,1963,24.66,15.81,sedang,memadai,tidak,tinggi
Sumatera Selatan,Kacang panjang,750 000- 999 999.15,0.025,4753,18.51,4.17,baik,memadai,tidak,sedang
Sumatera Selatan,Kacang panjang,1 000 000- 1 499 999.15,0.026,4767,13.15,17.65,buruk,tidak memadai,ya,tinggi
Sumatera Utara,Kacang panjang,> 1 500 000.15,0.037,993,13.47,6.48,baik,tidak memadai,ya,rendah
Sumatera Selatan,Kacang panjang,300 000- 499 999.16,0.002,1926,23.92,10.38,sedang,tidak memadai,ya,sedang
Sumatera Utara,Kacang panjang,500 000- 749 999.16,0.011,2192,6.66,18.85,baik,memadai,ya,tinggi
Sumatera Barat,"Tomat sayur, tomat ceri",750 000- 999 999.16,0.013,2293,11.87,16.47,sedang,tidak memadai,tidak,tinggi
Sumatera Barat,"Tomat sayur, tomat ceri",1 000 000- 1 499 999.16,0.023,3223,8.83,16.36,sedang,memadai,tidak,tinggi
Sumatera Utara,"Tomat sayur, tomat ceri",> 1 500 000.16,0.031,1158,28.62,15.98,buruk,tidak memadai,ya,tinggi
Sumatera Utara,"Tomat sayur, tomat ceri",300 000- 499 999.17,0.002,4962,7.25,12.68,baik,tidak memadai,ya,rendah
Sumatera Selatan,"Tomat sayur, tomat ceri",500 000- 749 999.17,0.013,1049,23.95,19.17,sedang,memadai,ya,tinggi
Sumatera Barat,"Tomat sayur, tomat ceri",750 000- 999 999.17,0.018,1142,20.76,17.14,sedang,tidak memadai,ya,tinggi
Sumatera Utara,"Tomat sayur, tomat ceri",1 000 000- 1 499 999.17,0.024,4850,20.82,10.48,sedang,memadai,ya,sedang
Sumatera Selatan,"Tomat sayur, tomat ceri",> 1 500 000.17,0.035,707,24.09,15.62,sedang,memadai,tidak,tinggi
Sumatera Barat,"Tomat sayur, tomat ceri",500 000- 749 999.18,0.013,2997,15.01,19.97,sedang,tidak memadai,ya,tinggi
Sumatera Barat,"Tomat sayur, tomat ceri",750 000- 999 999.18,0.016,4690,15.02,17.81,buruk,tidak memadai,ya,tinggi
Sumatera Selatan,"Tomat sayur, tomat ceri",1 000 000- 1 499 999.18,0.024,2383,12.22,3.02,baik,memadai,ya,rendah
